Order ID,Order Date,Ship Date,EmailID,Country,City,State,Revenue,Quantity,Profit,Month-Year,Shipping_Duration,,Profit_Margin,Category,Product Name
CA-2014-123491,10/31/2014,11/6/2014,JamieKunitz@gmail.com,United States,San Francisco,California,19.9,5,6.57,October 2014,6,,33%,Art,4009 Highlighters by Sanford
CA-2014-123491,10/31/2014,11/6/2014,JamieKunitz@gmail.com,United States,San Francisco,California,1702.12,14,510.64,October 2014,6,,30%,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
CA-2014-104003,10/8/2014,10/14/2014,DebraCatini@gmail.com,United States,San Francisco,California,307.67,2,-14.48,October 2014,6,,-5%,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
CA-2012-130204,9/3/2012,9/9/2012,DavidBremer@gmail.com,United States,San Francisco,California,31.44,3,8.49,September 2012,6,,27%,Storage,Sterilite Officeware Hinged File Box
CA-2012-130204,9/3/2012,9/9/2012,DavidBremer@gmail.com,United States,San Francisco,California,17.9,2,3.4,September 2012,6,,19%,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
CA-2012-130204,9/3/2012,9/9/2012,DavidBremer@gmail.com,United States,San Francisco,California,129.45,5,46.6,September 2012,6,,36%,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
CA-2011-110527,8/9/2011,8/16/2011,EmilyDucich@gmail.com,United States,San Diego,California,20.88,8,9.6,August 2011,7,,46%,Labels,Avery 494
CA-2014-168837,10/15/2014,10/18/2014,JoniWasserman@gmail.com,United States,Oakland,California,9.46,2,3.69,October 2014,3,,39%,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
CA-2014-116715,12/3/2014,12/6/2014,VictoriaWilson@gmail.com,United States,San Francisco,California,559.62,9,151.1,December 2014,3,,27%,Storage,"Fellowes Mobile File Cart, Black"
CA-2014-116715,12/3/2014,12/6/2014,VictoriaWilson@gmail.com,United States,San Francisco,California,109.92,2,53.86,December 2014,3,,49%,Paper,Xerox 1940
CA-2014-116715,12/3/2014,12/6/2014,VictoriaWilson@gmail.com,United States,San Francisco,California,8.56,2,3.85,December 2014,3,,45%,Paper,Xerox 1962
CA-2012-130785,9/5/2012,9/9/2012,ArthurGainer@gmail.com,United States,San Diego,California,411.33,4,-4.84,September 2012,4,,-1%,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
CA-2012-130785,9/5/2012,9/9/2012,ArthurGainer@gmail.com,United States,San Diego,California,28.75,6,9.7,September 2012,4,,34%,Binders,"DXL Angle-View Binders with Locking Rings, Black"
CA-2012-130785,9/5/2012,9/9/2012,ArthurGainer@gmail.com,United States,San Diego,California,293.2,3,-20.7,September 2012,4,,-7%,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
CA-2012-105347,11/24/2012,11/28/2012,DarrenPowers@gmail.com,United States,Los Angeles,California,368.91,9,180.77,November 2012,4,,49%,Paper,Xerox 1919
CA-2012-105347,11/24/2012,11/28/2012,DarrenPowers@gmail.com,United States,Los Angeles,California,14.7,5,6.62,November 2012,4,,45%,Art,Prang Colored Pencils
CA-2013-100965,7/8/2013,7/12/2013,RaymondMesse@gmail.com,United States,San Jose,California,215.65,5,73.32,July 2013,4,,34%,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
CA-2013-149461,11/14/2013,11/20/2013,AdrianShami@gmail.com,United States,Auburn,Washington,4.18,1,1.5,November 2013,6,,36%,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
US-2013-116729,12/26/2013,12/29/2013,GraceKelly@gmail.com,United States,Los Angeles,California,2575.94,7,257.59,December 2013,3,,10%,Phones,Samsung Galaxy Note 2
US-2013-116729,12/26/2013,12/29/2013,GraceKelly@gmail.com,United States,Los Angeles,California,45.36,7,21.77,December 2013,3,,48%,Paper,Xerox 225
US-2013-116729,12/26/2013,12/29/2013,GraceKelly@gmail.com,United States,Los Angeles,California,254.24,7,76.27,December 2013,3,,30%,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
CA-2012-131597,9/14/2012,9/18/2012,StefaniaPerrino@gmail.com,United States,Los Angeles,California,170.14,3,-8.51,September 2012,4,,-5%,Tables,KI Conference Tables
CA-2012-164833,6/4/2012,6/4/2012,LaurenLeatherbury@gmail.com,United States,Seattle,Washington,7.38,2,3.47,June 2012,0,,47%,Labels,Avery 501
CA-2012-164833,6/4/2012,6/4/2012,LaurenLeatherbury@gmail.com,United States,Seattle,Washington,9.26,2,3.06,June 2012,0,,33%,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
CA-2012-125423,12/13/2012,12/15/2012,MattCollins@gmail.com,United States,Los Angeles,California,9.96,2,4.58,December 2012,2,,46%,Labels,Avery 513
CA-2013-167507,12/23/2013,12/29/2013,SueAnnReed@gmail.com,United States,Redmond,Oregon,31.32,10,-25.06,December 2013,6,,-80%,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
CA-2013-167507,12/23/2013,12/29/2013,SueAnnReed@gmail.com,United States,Redmond,Oregon,11.84,4,3.11,December 2013,6,,26%,Furnishings,3M Hangers With Command Adhesive
CA-2013-167507,12/23/2013,12/29/2013,SueAnnReed@gmail.com,United States,Redmond,Oregon,22.78,1,4.84,December 2013,6,,21%,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
US-2014-113852,7/30/2014,8/3/2014,GiuliettaWeimer@gmail.com,United States,Seattle,Washington,90.57,3,11.77,July 2014,4,,13%,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
CA-2014-128370,9/11/2014,9/11/2014,FrankHawley@gmail.com,United States,Los Angeles,California,362.35,3,27.18,September 2014,0,,8%,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
CA-2014-128370,9/11/2014,9/11/2014,FrankHawley@gmail.com,United States,Los Angeles,California,7.18,2,2.25,September 2014,0,,31%,Binders,Avery Non-Stick Binders
CA-2011-114643,6/13/2011,6/17/2011,FiliaMcAdams@gmail.com,United States,Los Angeles,California,14.52,3,4.79,June 2011,4,,33%,Art,Staples
US-2013-100839,10/14/2013,10/18/2013,NoahChilds@gmail.com,United States,Aurora,Colorado,727.45,5,-465.57,October 2013,4,,-64%,Tables,Hon 5100 Series Wood Tables
US-2013-100839,10/14/2013,10/18/2013,NoahChilds@gmail.com,United States,Aurora,Colorado,24.96,3,4.37,October 2013,4,,18%,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
CA-2014-118857,4/16/2014,4/19/2014,AdamHart@gmail.com,United States,Henderson,Nevada,196.45,5,70.72,April 2014,3,,36%,Furnishings,"Howard Miller 12"" Round Wall Clock"
CA-2013-148201,8/27/2013,8/30/2013,CharlesCrestani@gmail.com,United States,Seattle,Washington,6.48,1,3.11,August 2013,3,,48%,Paper,Xerox 1931
CA-2011-116932,7/21/2011,7/25/2011,MichelleEllison@gmail.com,United States,San Francisco,California,99.2,5,25.79,July 2011,4,,26%,Art,Newell 334
CA-2011-116932,7/21/2011,7/25/2011,MichelleEllison@gmail.com,United States,San Francisco,California,801.57,2,50.1,July 2011,4,,6%,Chairs,Global Troy Executive Leather Low-Back Tilter
CA-2011-116932,7/21/2011,7/25/2011,MichelleEllison@gmail.com,United States,San Francisco,California,272.85,1,27.28,July 2011,4,,10%,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
CA-2014-142888,11/22/2014,11/26/2014,BenjaminPatterson@gmail.com,United States,Spokane,Washington,70.98,1,20.58,November 2014,4,,29%,Tables,Safco Drafting Table
CA-2014-118885,12/30/2014,1/3/2015,JamesGalang@gmail.com,United States,Los Angeles,California,393.57,4,-44.28,December 2014,4,,-11%,Chairs,"Global High-Back Leather Tilter, Burgundy"
CA-2014-118885,12/30/2014,1/3/2015,JamesGalang@gmail.com,United States,Los Angeles,California,302.38,3,22.68,December 2014,4,,8%,Phones,Adtran 1202752G1
CA-2013-147578,4/23/2013,4/27/2013,PaulGonzalez@gmail.com,United States,San Francisco,California,31.56,3,10.41,April 2013,4,,33%,Furnishings,Ultra Door Pull Handle
CA-2011-157623,3/14/2011,3/18/2011,DeanKatz@gmail.com,United States,Huntington Beach,California,10.56,2,4.75,March 2011,4,,45%,Paper,Xerox 1972
CA-2011-157623,3/14/2011,3/18/2011,DeanKatz@gmail.com,United States,Huntington Beach,California,3.38,1,1.25,March 2011,4,,37%,Art,Avery Hi-Liter Fluorescent Desk Style Markers
CA-2013-100083,11/25/2013,11/30/2013,CarolDarley@gmail.com,United States,Medford,Oregon,24.78,1,7.75,November 2013,5,,31%,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
CA-2012-109197,12/31/2012,1/4/2013,JasO'Carroll@gmail.com,United States,Missoula,Montana,487.98,2,152.5,December 2012,4,,31%,Binders,Ibico Hi-Tech Manual Binding System
CA-2014-167094,10/22/2014,10/23/2014,DamalaKotsonis@gmail.com,United States,Springfield,Oregon,5.18,1,1.81,October 2014,1,,35%,Paper,Xerox 218
CA-2014-167094,10/22/2014,10/23/2014,DamalaKotsonis@gmail.com,United States,Springfield,Oregon,478.48,2,47.85,October 2014,1,,10%,Chairs,Global Comet Stacking Armless Chair
CA-2014-167094,10/22/2014,10/23/2014,DamalaKotsonis@gmail.com,United States,Springfield,Oregon,28.4,2,6.75,October 2014,1,,24%,Accessories,Memorex Froggy Flash Drive 8 GB
CA-2012-157959,2/3/2012,2/4/2012,RickWilson@gmail.com,United States,Los Angeles,California,136.92,4,41.08,February 2012,1,,30%,Furnishings,Hand-Finished Solid Wood Document Frame
CA-2013-105963,11/16/2013,11/23/2013,StewartCarmichael@gmail.com,United States,Los Angeles,California,99.39,3,40.75,November 2013,7,,41%,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
CA-2014-126865,12/6/2014,12/8/2014,NaresjPatel@gmail.com,United States,San Diego,California,92.94,3,41.82,December 2014,2,,45%,Paper,Xerox 1960
CA-2014-102834,3/10/2014,3/14/2014,LindsayWilliams@gmail.com,United States,San Francisco,California,199.98,2,69.99,March 2014,4,,35%,Accessories,Logitech Wireless Headset h800
US-2013-139710,6/10/2013,6/16/2013,GregMatthias@gmail.com,United States,Los Angeles,California,177.48,3,19.97,June 2013,6,,11%,Phones,Avaya 4621SW VoIP phone
CA-2014-121538,11/29/2014,12/2/2014,RickHansen@gmail.com,United States,Denver,Colorado,88.77,2,31.07,November 2014,3,,35%,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
US-2014-101539,3/17/2014,3/19/2014,ValerieMitchum@gmail.com,United States,Seattle,Washington,6.48,1,3.11,March 2014,2,,48%,Paper,Xerox 214
US-2014-101539,3/17/2014,3/19/2014,ValerieMitchum@gmail.com,United States,Seattle,Washington,46.51,1,1.86,March 2014,2,,4%,Storage,Safco Commercial Shelving
US-2014-101539,3/17/2014,3/19/2014,ValerieMitchum@gmail.com,United States,Seattle,Washington,659.98,3,49.5,March 2014,2,,8%,Phones,Mitel MiVoice 5330e IP Phone
CA-2013-152121,11/28/2013,11/30/2013,CraigCarreira@gmail.com,United States,Scottsdale,Arizona,271.99,1,23.8,November 2013,2,,9%,Phones,Motorola Moto X
CA-2014-101245,11/28/2014,12/4/2014,LindsayWilliams@gmail.com,United States,San Francisco,California,244.55,5,114.94,November 2014,6,,47%,Paper,Tops White Computer Printout Paper
CA-2014-101245,11/28/2014,12/4/2014,LindsayWilliams@gmail.com,United States,San Francisco,California,166.16,8,59.82,November 2014,6,,36%,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo
CA-2012-141768,5/25/2012,5/27/2012,NoraPelletier@gmail.com,United States,San Francisco,California,14.73,3,4.86,May 2012,2,,33%,Furnishings,Ultra Door Push Plate
CA-2013-112109,7/9/2013,7/13/2013,JoeElijah@gmail.com,United States,Broomfield,Colorado,19.97,2,-13.31,July 2013,4,,-67%,Binders,GBC Twin Loop Wire Binding Elements
CA-2013-112109,7/9/2013,7/13/2013,JoeElijah@gmail.com,United States,Broomfield,Colorado,33.49,7,-1.26,July 2013,4,,-4%,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
CA-2013-112109,7/9/2013,7/13/2013,JoeElijah@gmail.com,United States,Broomfield,Colorado,8.74,4,-6.12,July 2013,4,,-70%,Binders,Wilson Jones Active Use Binders
CA-2013-112109,7/9/2013,7/13/2013,JoeElijah@gmail.com,United States,Broomfield,Colorado,662.88,3,74.57,July 2013,4,,11%,Chairs,SAFCO Arco Folding Chair
CA-2012-109939,5/8/2012,5/12/2012,AllenArmold@gmail.com,United States,Salem,Oregon,5.25,2,0.59,May 2012,4,,11%,Art,Newell 321
CA-2013-112669,4/15/2013,4/15/2013,KeanTakahito@gmail.com,United States,Glendale,Arizona,933.54,4,105.02,April 2013,0,,11%,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
CA-2013-112669,4/15/2013,4/15/2013,KeanTakahito@gmail.com,United States,Glendale,Arizona,42.98,4,4.3,April 2013,0,,10%,Storage,"Fellowes Personal Hanging Folder Files, Navy"
CA-2011-164721,11/25/2011,11/27/2011,LaurelWorkman@gmail.com,United States,Brentwood,California,320.88,6,93.06,November 2011,2,,29%,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge
CA-2011-164721,11/25/2011,11/27/2011,LaurelWorkman@gmail.com,United States,Brentwood,California,23.88,3,10.51,November 2011,2,,44%,Furnishings,Staples
CA-2011-164721,11/25/2011,11/27/2011,LaurelWorkman@gmail.com,United States,Brentwood,California,26.76,4,12.31,November 2011,2,,46%,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
CA-2014-133648,6/26/2014,7/3/2014,MaxLudwig@gmail.com,United States,Springfield,Oregon,71.04,6,26.64,June 2014,7,,38%,Labels,Alphabetical Labels for Top Tab Filing
CA-2014-133648,6/26/2014,7/3/2014,MaxLudwig@gmail.com,United States,Springfield,Oregon,5.34,2,0.73,June 2014,7,,14%,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
CA-2014-133648,6/26/2014,7/3/2014,MaxLudwig@gmail.com,United States,Springfield,Oregon,11.3,3,-2.12,June 2014,7,,-19%,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
CA-2014-166128,4/12/2014,4/19/2014,LukeWeiss@gmail.com,United States,Pasadena,California,199.95,5,21.99,April 2014,7,,11%,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
CA-2014-166128,4/12/2014,4/19/2014,LukeWeiss@gmail.com,United States,Pasadena,California,41.86,7,14.23,April 2014,7,,34%,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
CA-2012-113110,3/19/2012,3/23/2012,BerenikeKampe@gmail.com,United States,San Bernardino,California,17.57,2,6.37,March 2012,4,,36%,Binders,GBC Imprintable Covers
CA-2012-113110,3/19/2012,3/23/2012,BerenikeKampe@gmail.com,United States,San Bernardino,California,14.62,2,6.87,March 2012,4,,47%,Labels,Self-Adhesive Address Labels for Typewriters by Universal
CA-2012-113110,3/19/2012,3/23/2012,BerenikeKampe@gmail.com,United States,San Bernardino,California,33.36,4,8.67,March 2012,4,,26%,Supplies,Acme Elite Stainless Steel Scissors
CA-2012-113110,3/19/2012,3/23/2012,BerenikeKampe@gmail.com,United States,San Bernardino,California,40.14,6,19.67,March 2012,4,,49%,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
US-2014-111241,8/21/2014,8/23/2014,GeneMcClure@gmail.com,United States,Fresno,California,239.12,5,77.71,August 2014,2,,32%,Binders,GBC Recycled Regency Composition Covers
CA-2012-114237,3/13/2012,3/15/2012,MarcCrier@gmail.com,United States,Seattle,Washington,141.96,2,39.75,March 2012,2,,28%,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
CA-2013-113516,9/9/2013,9/11/2013,ValerieMitchum@gmail.com,United States,Lancaster,California,33.02,2,11.56,September 2013,2,,35%,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
CA-2013-113516,9/9/2013,9/11/2013,ValerieMitchum@gmail.com,United States,Lancaster,California,67.14,4,23.5,September 2013,2,,35%,Binders,Premium Transparent Presentation Covers by GBC
CA-2012-119214,1/23/2012,1/27/2012,CarlWeiss@gmail.com,United States,Bozeman,Montana,29.04,3,13.94,January 2012,4,,48%,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
CA-2012-119214,1/23/2012,1/27/2012,CarlWeiss@gmail.com,United States,Bozeman,Montana,14.62,2,6.87,January 2012,4,,47%,Labels,Avery 500
CA-2012-122287,6/18/2012,6/23/2012,SkyeNorling@gmail.com,United States,Peoria,Arizona,11.95,3,4.33,June 2012,5,,36%,Paper,Xerox 1922
CA-2012-122287,6/18/2012,6/23/2012,SkyeNorling@gmail.com,United States,Peoria,Arizona,4.54,7,-3.33,June 2012,5,,-73%,Binders,Peel & Stick Add-On Corner Pockets
CA-2012-122287,6/18/2012,6/23/2012,SkyeNorling@gmail.com,United States,Peoria,Arizona,9.16,2,-6.1,June 2012,5,,-67%,Binders,Aluminum Screw Posts
CA-2012-122287,6/18/2012,6/23/2012,SkyeNorling@gmail.com,United States,Peoria,Arizona,75.36,5,20.72,June 2012,5,,27%,Furnishings,Flat Face Poster Frame
CA-2012-104493,10/2/2012,10/8/2012,EdBraxton@gmail.com,United States,San Diego,California,57.5,6,20.13,October 2012,6,,35%,Binders,GBC Personal VeloBind Strips
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,11.34,3,5.22,October 2011,4,,46%,Fasteners,Staples
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,80.3,5,20.88,October 2011,4,,26%,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,15.97,2,5.39,October 2011,4,,34%,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,64.74,13,30.43,October 2011,4,,47%,Paper,Xerox 1952
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,19.3,3,6.03,October 2011,4,,31%,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,405.64,4,12.17,October 2011,4,,3%,Storage,Tennsco Regal Shelving Units
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,146.35,3,-9.15,October 2011,4,,-6%,Chairs,Novimex Fabric Task Chair
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,251.91,9,47.86,October 2011,4,,19%,Accessories,Maxell LTO Ultrium - 800 GB
CA-2011-106439,10/31/2011,11/4/2011,GregGuthrie@gmail.com,United States,Los Angeles,California,12.39,3,3.72,October 2011,4,,30%,Art,Newell 325
CA-2012-133452,4/13/2012,4/19/2012,ZuschussCarroll@gmail.com,United States,Pomona,California,199.96,4,69.99,April 2012,6,,35%,Accessories,Plantronics Audio 478 Stereo USB Headset
CA-2012-133452,4/13/2012,4/19/2012,ZuschussCarroll@gmail.com,United States,Pomona,California,710.83,3,-97.74,April 2012,6,,-14%,Tables,Hon 94000 Series Round Tables
US-2014-110996,11/21/2014,11/26/2014,KellyAndreada@gmail.com,United States,Ontario,California,283.92,5,-46.14,November 2014,5,,-16%,Chairs,Novimex High-Tech Fabric Mesh Task Chair
CA-2013-129693,11/27/2013,12/3/2013,TamaraChand@gmail.com,United States,Seattle,Washington,7.31,2,2.56,November 2013,6,,35%,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
CA-2014-122504,11/8/2014,11/13/2014,DeborahBrumfield@gmail.com,United States,Brentwood,California,59.97,3,13.79,November 2014,5,,23%,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
CA-2014-122504,11/8/2014,11/13/2014,DeborahBrumfield@gmail.com,United States,Brentwood,California,761.54,7,66.64,November 2014,5,,9%,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
CA-2011-131051,12/1/2011,12/5/2011,TobyRitter@gmail.com,United States,San Francisco,California,58.2,3,28.52,December 2011,4,,49%,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
CA-2012-120103,12/24/2012,12/29/2012,MaribethSchnelling@gmail.com,United States,Phoenix,Arizona,106.23,7,37.18,December 2012,5,,35%,Paper,Computer Printout Paper with Letter-Trim Perforations
CA-2012-120103,12/24/2012,12/29/2012,MaribethSchnelling@gmail.com,United States,Phoenix,Arizona,111.98,2,11.2,December 2012,5,,10%,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone
CA-2012-120103,12/24/2012,12/29/2012,MaribethSchnelling@gmail.com,United States,Phoenix,Arizona,7.71,2,1.74,December 2012,5,,23%,Furnishings,Magna Visual Magnetic Picture Hangers
CA-2014-104647,2/24/2014,3/2/2014,ClytieKelty@gmail.com,United States,Los Angeles,California,37.44,6,16.85,February 2014,6,,45%,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11"
CA-2012-139290,10/26/2012,10/30/2012,MaribethYedwab@gmail.com,United States,Rancho Cucamonga,California,5.76,2,2.65,October 2012,4,,46%,Labels,Avery 507
CA-2012-149678,4/13/2012,4/15/2012,AnthonyWitt@gmail.com,United States,Farmington,New Mexico,12.88,1,0.39,April 2012,2,,3%,Supplies,Martin-Yale Premier Letter Opener
CA-2014-124401,9/8/2014,9/13/2014,RubenDartt@gmail.com,United States,Portland,Oregon,37.68,3,2.36,September 2014,5,,6%,Storage,Hanging Personal Folder File
CA-2014-124401,9/8/2014,9/13/2014,RubenDartt@gmail.com,United States,Portland,Oregon,279.94,7,80.48,September 2014,5,,29%,Accessories,Logitech Wireless Marathon Mouse M705
US-2011-140116,3/10/2011,3/17/2011,KeanThornton@gmail.com,United States,Denver,Colorado,636.41,3,-15.91,March 2011,7,,-2%,Storage,Tennsco 6- and 18-Compartment Lockers
US-2011-140116,3/10/2011,3/17/2011,KeanThornton@gmail.com,United States,Denver,Colorado,83.17,4,9.36,March 2011,7,,11%,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
CA-2011-123295,7/18/2011,7/18/2011,AdrianHane@gmail.com,United States,Tucson,Arizona,259.14,4,-25.91,July 2011,0,,-10%,Chairs,Office Star - Ergonomically Designed Knee Chair
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,19.98,1,9.39,October 2012,0,,47%,Paper,Xerox 191
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,398.35,3,124.49,October 2012,0,,31%,Binders,GBC DocuBind P100 Manual Binding Machine
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,5.04,3,1.26,October 2012,0,,25%,Art,Newell 308
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,17.45,5,8.03,October 2012,0,,46%,Fasteners,OIC Bulk Pack Metal Binder Clips
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,323.14,4,20.2,October 2012,0,,6%,Chairs,"Global Fabric Manager's Chair, Dark Gray"
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,29.7,3,8.02,October 2012,0,,27%,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,1295.84,4,145.78,October 2012,0,,11%,Phones,Polycom SoundStation2 EX Conference phone
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,46.84,2,12.65,October 2012,0,,27%,Storage,Mobile Personal File Cube
CA-2012-164882,10/31/2012,10/31/2012,SandraGlassco@gmail.com,United States,Redlands,California,425.83,1,20.04,October 2012,0,,5%,Bookcases,DMI Eclipse Executive Suite Bookcases
CA-2013-130267,9/20/2013,9/24/2013,ScotWooten@gmail.com,United States,Stockton,California,159.88,7,73.54,September 2013,4,,46%,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream"
CA-2014-155460,4/14/2014,4/16/2014,RobWilliams@gmail.com,United States,Seattle,Washington,5.28,1,2.38,April 2014,2,,45%,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
CA-2014-155460,4/14/2014,4/16/2014,RobWilliams@gmail.com,United States,Seattle,Washington,895.92,5,302.37,April 2014,2,,34%,Binders,GBC DocuBind TL200 Manual Binding Machine
CA-2014-158246,11/10/2014,11/12/2014,JenniferBraxton@gmail.com,United States,Sunnyvale,California,215.98,3,-2.7,November 2014,2,,-1%,Chairs,"Global Leather Task Chair, Black"
CA-2011-141607,12/12/2011,12/17/2011,WilliamBrown@gmail.com,United States,Concord,California,43.31,1,4.33,December 2011,5,,10%,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
CA-2013-111115,7/26/2013,7/28/2013,LarryBlacks@gmail.com,United States,Los Angeles,California,21.48,6,10.74,July 2013,2,,50%,Fasteners,OIC Binder Clips
CA-2013-101938,1/7/2013,1/12/2013,DiannaWilson@gmail.com,United States,Oakland,California,34.58,1,10.03,January 2013,5,,29%,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
CA-2014-166296,3/14/2014,3/20/2014,KarenFerguson@gmail.com,United States,Manteca,California,314.55,3,150.98,March 2014,6,,48%,Paper,Multicolor Computer Printout Paper
CA-2011-152296,8/1/2011,8/3/2011,IvanListon@gmail.com,United States,San Francisco,California,19.75,3,6.91,August 2011,2,,35%,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
CA-2013-125738,10/16/2013,10/22/2013,PatrickBzostek@gmail.com,United States,Salt Lake City,Utah,45.68,2,21.01,October 2013,6,,46%,Paper,Xerox 1982
CA-2013-125738,10/16/2013,10/22/2013,PatrickBzostek@gmail.com,United States,Salt Lake City,Utah,60.12,9,28.86,October 2013,6,,48%,Paper,Xerox 1986
CA-2013-125738,10/16/2013,10/22/2013,PatrickBzostek@gmail.com,United States,Salt Lake City,Utah,41.72,5,13.04,October 2013,6,,31%,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
CA-2013-125738,10/16/2013,10/22/2013,PatrickBzostek@gmail.com,United States,Salt Lake City,Utah,71.6,8,32.94,October 2013,6,,46%,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
CA-2014-124576,8/2/2014,8/5/2014,HeatherKirkland@gmail.com,United States,Salinas,California,54.9,2,18.53,August 2014,3,,34%,Binders,GBC Prestige Therm-A-Bind Covers
CA-2013-118913,6/26/2013,6/30/2013,AlanShonely@gmail.com,United States,Los Angeles,California,60.81,3,17.03,June 2013,4,,28%,Appliances,Fellowes Mighty 8 Compact Surge Protector
CA-2013-128412,12/11/2013,12/18/2013,ArthurPrichep@gmail.com,United States,Seattle,Washington,153.55,3,51.82,December 2013,7,,34%,Binders,GBC DocuBind P50 Personal Binding Machine
CA-2013-128412,12/11/2013,12/18/2013,ArthurPrichep@gmail.com,United States,Seattle,Washington,65.34,3,22.87,December 2013,7,,35%,Appliances,Holmes HEPA Air Purifier
